Sign,H1 FingerSelection,H1 Aperture,H1 Curve,H1 Bent,H1 Facing,H1 Focus,H1 Width,Dynamic Orientation,Location,Plane,Settings,Path,H2 FingerSelection,H2 Aperture,H2 Curve,H2 Bent,H2 Width,H2 Facing,H2 Focus,Manner,url,labeled_url
не.знать,1-st,"",straight,straight,palm,back,pointed,"",head-high,"",near-far,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6409--не знать--не знать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6409--не знать--не знать.mp4?raw=true' target='_blank'>не.знать</a>
не.понимать,1-st,"",curved,straight,radial,root,"","",head-mid,"",high-low,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6410--не понимать--не понимать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6410--не понимать--не понимать.mp4?raw=true' target='_blank'>не.понимать</a>
вздремнуть,1-st,open-closed,straight,straight-bent,radial,"","","",head-high,"","","","","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6445--вздремнуть--вздремнуть.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6445--вздремнуть--вздремнуть.mp4?raw=true' target='_blank'>вздремнуть</a>
тянуть,"","","","",back,radial,"","",space,horisontal,contra-ipsi,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6452--тянуть--тянуть.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6452--тянуть--тянуть.mp4?raw=true' target='_blank'>тянуть</a>
рисовать,1-st,"",straight,straight,back,root,pointed,"",hand-palm,sagittal,high-low,vawe,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6465--рисовать--рисовать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6465--рисовать--рисовать.mp4?raw=true' target='_blank'>рисовать</a>
мечтать,1-st,"",straight,straight-bent,palm,"",wide,"",head-high,"","","","","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6475--мечтать--мечтать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6475--мечтать--мечтать.mp4?raw=true' target='_blank'>мечтать</a>
дрейфовать,1-st,"",straight,straight-bent,palm,palm,wide,"",virtual object,horisontal,ipsi-contra,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6490--дрейфовать--дрейфовать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6490--дрейфовать--дрейфовать.mp4?raw=true' target='_blank'>дрейфовать</a>
сверлить,1-st,"",straight,straight,tips,tips,"","",space,horisontal,high-low,iconic,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6493--сверлить--сверлить.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6493--сверлить--сверлить.mp4?raw=true' target='_blank'>сверлить</a>
пить,1-st,open,straight,bent,radial,radial,pointed,neutral-prone,head-low,"",far-near,arc,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6497--пить--пить.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6497--пить--пить.mp4?raw=true' target='_blank'>пить</a>
капать,1-st,closed-open,straight,bent,tips,tips,"","",space,horisontal,high-low,sraight,"","","","","","","",biderectional,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6502--капать--капать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6502--капать--капать.mp4?raw=true' target='_blank'>капать</a>
полить,thumb,"",straight,straight,ulnar,tips,"","",hand-palm,horisontal,iconic,circle-counterclock,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6509--сбрызнуть--сбрызнуть.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6509--сбрызнуть--сбрызнуть.mp4?raw=true' target='_blank'>полить</a>
выбыть,1-st,"",curved,straight,tips,tips,wide,"",hand-palm,horisontal,near-far,arc,"","","","","","","","","https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6515--выбыть, отсеяться--выбыть, отсеяться.mp4?raw=true","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6515--выбыть, отсеяться--выбыть, отсеяться.mp4?raw=true' target='_blank'>выбыть</a>"
зарабатывать,1-st,"",curved,bent,back,ulnar,pointed,"",hand-palm,horisontal,distal-proxi,sraight,"","","","","",back,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6605--зарабатывать--зарабатывать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6605--зарабатывать--зарабатывать.mp4?raw=true' target='_blank'>зарабатывать</a>
есть,1-st,closed,straight,bent,tips,tips,pointed,"",head-low,"",far-near,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6620--есть--есть.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6620--есть--есть.mp4?raw=true' target='_blank'>есть</a>
наставлять,1-st,closed,straight,bent,root,tips,pointed,"",hand-back,horisontal,proxi-distal,sraight,"","","","","",palm,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6643--наставлять--наставлять.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6643--наставлять--наставлять.mp4?raw=true' target='_blank'>наставлять</a>
редактировать,1-st,closed,straight,bent,root,ulnar,pointed,"",hand-narrow,parallel,contra-ipsi,sraight,"","","","","",palm,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6644--редактировать--редактировать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6644--редактировать--редактировать.mp4?raw=true' target='_blank'>редактировать</a>
обучать,1-st,closed,straight,bent,root,tips,pointed,"",hand-narrow,horisontal,proxi-distal,sraight,"","","","","",palm,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6649--обучать--обучать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6649--обучать--обучать.mp4?raw=true' target='_blank'>обучать</a>
выбирать,1-st,open-closed,curved,straight,radial,back,"","",hand-palm,sagittal,distal-proxi,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6698--выбирать--выбирать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6698--выбирать--выбирать.mp4?raw=true' target='_blank'>выбирать</a>
поднимать,"","","","",ulnar,radial,"",supine-prone,space,horisontal,low-high,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6750--поднимать--поднимать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6750--поднимать--поднимать.mp4?raw=true' target='_blank'>поднимать</a>
уничтожать,1-st,open-closed,straight-curved,straight-bent,palm,tips,wide-pointed,"",hand-palm,horisontal,proxi-distal,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6759--уничтожать--уничтожать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//6759--уничтожать--уничтожать.mp4?raw=true' target='_blank'>уничтожать</a>
вышивать,1-st,closed,curved,straight,tips,back,"","",space,horisontal,high-low,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6776--вышивать--вышивать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6776--вышивать--вышивать.mp4?raw=true' target='_blank'>вышивать</a>
возникать,1-st,closed-open,curved-straight,bent-straight,back,tips,"","",space,horisontal,low-high,sraight,"","","","","","","",tense,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6783--возникать--возникать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6783--возникать--возникать.mp4?raw=true' target='_blank'>возникать</a>
обращать.внимание,1-st,"",straight,straight,tips,tips,"","",head-mid,"",far-near,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6799--обращать внимание--обращать внимание.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6799--обращать внимание--обращать внимание.mp4?raw=true' target='_blank'>обращать.внимание</a>
нанимать,1-st,"",straight,straight,back,ulnar,pointed,"",space,horisontal,distal-proxi,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6802--нанимать--нанимать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6802--нанимать--нанимать.mp4?raw=true' target='_blank'>нанимать</a>
позволять,1-st,closed,curved,straight,ulnar,tips,"","",space,horisontal,proxi-distal,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6814--позволять--позволять.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6814--позволять--позволять.mp4?raw=true' target='_blank'>позволять</a>
гравировать,thumb,"",straight,straight,tips,tips,"",prone-supine,hand-palm,horisontal,distal-proxi,vawe,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6848--гравировать--гравировать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6848--гравировать--гравировать.mp4?raw=true' target='_blank'>гравировать</a>
увеличивать,thumb,"",straight,straight,palm,back,"","",virtual object,horisontal,contra-ipsi,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6852--увеличивать--увеличивать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6852--увеличивать--увеличивать.mp4?raw=true' target='_blank'>увеличивать</a>
входить,1-st,"",straight,straight,ulnar,tips,pointed,"",hand-back,horisontal,proxi-distal,arc,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6858--входить--входить.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6858--входить--входить.mp4?raw=true' target='_blank'>входить</a>
завидовать,1-st,open,straight-curved,straight,tips,"","","",trunk,"","","","","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6881--зависть--зависть.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6881--зависть--зависть.mp4?raw=true' target='_blank'>завидовать</a>
стирать,1-st,"",straight,straight,palm,ulnar,pointed,"",hand-palm,horisontal,proxi-distal,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6915--стирать--стирать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6915--стирать--стирать.mp4?raw=true' target='_blank'>стирать</a>
сбегать,1-st,closed-open,curved-straight,bent-straight,back,tips,pointed-wide,"",hand-palm,horisontal,proxi-distal,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6928--сбегать--сбегать.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6928--сбегать--сбегать.mp4?raw=true' target='_blank'>сбегать</a>
уклоняться,"","",straight,bent-straight,palm,root,wide,"",space,parallel,contra-ipsi,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6966--уклоняться--MVI_6800.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/6966--уклоняться--MVI_6800.mp4?raw=true' target='_blank'>уклоняться</a>
выкапывать,1-st,"",curved,bent,palm,ulnar,pointed,supine-prone,space,horisontal,ipsi-contra,iconic,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7009--выкапывать--MVI_6848.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7009--выкапывать--MVI_6848.mp4?raw=true' target='_blank'>выкапывать</a>
преувеличивать,thumb,"",straight,straight,palm,back,"","",space,horisontal,low-high,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7011--преувеличивать--MVI_6850.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7011--преувеличивать--MVI_6850.mp4?raw=true' target='_blank'>преувеличивать</a>
обменивать,1-st,"",straight,straight,"","",wide,prone-supine,space,"","","","","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7018--обмен--MVI_6858.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7018--обмен--MVI_6858.mp4?raw=true' target='_blank'>обменивать</a>
прощать,1-st,closed,curved,straight,tips,tips,"",neutral-prone,head-low,"",near-far,sraight,"","","","","","","","","https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7035--извинять, прощать--MVI_6876.mp4?raw=true","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7035--извинять, прощать--MVI_6876.mp4?raw=true' target='_blank'>прощать</a>"
выдыхать,1-st,"",straight,bent,palm,back,wide,"",trunk,"",near-far,sraight,"","","","","","","",biderectional,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7044--выдыхать--MVI_6893.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7044--выдыхать--MVI_6893.mp4?raw=true' target='_blank'>выдыхать</a>
истощать,1-st,open-closed,straight,bent,tips,tips,"",prone-supine,hand-palm,horisontal,far-near,sraight,"","","","","",back,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7046--истощать--MVI_6895.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7046--истощать--MVI_6895.mp4?raw=true' target='_blank'>истощать</a>
видеть,1-st,"",straight,straight,tips,tips,"","",head-mid,parallel,far-near,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7053--выставлять--MVI_6904.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7053--выставлять--MVI_6904.mp4?raw=true' target='_blank'>видеть</a>
существовать,1-st,"",straight,straight,ulnar,ulnar,pointed,"",hand-palm,horisontal,far-near,sraight,"","","","","",back,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7058--существовать--MVI_6910.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7058--существовать--MVI_6910.mp4?raw=true' target='_blank'>существовать</a>
ожидать,1-st,"",straight,straight,radial,root,pointed,"",trunk,"",high-low,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7067--ожидать--MVI_6920.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7067--ожидать--MVI_6920.mp4?raw=true' target='_blank'>ожидать</a>
взрывать,"","","","",palm,radial,"","",space,parallel,contra-ipsi,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7091--взрывать--MVI_6950.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7091--взрывать--MVI_6950.mp4?raw=true' target='_blank'>взрывать</a>
видеть,1-st,open,straight,straight,tips,tips,"","",head-mid,horisontal,far-near,sraight,"","","","","","","","","https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7098--делать видимым, показывать--MVI_6961.mp4?raw=true","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7098--делать видимым, показывать--MVI_6961.mp4?raw=true' target='_blank'>видеть</a>"
выражать,1-st,"","","",palm,radial,wide,"",trunk,horisontal,low-high,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7100--выражать--MVI_6964.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7100--выражать--MVI_6964.mp4?raw=true' target='_blank'>выражать</a>
создавать,1-st,"",straight,straight,tips,tips,"",prone-supine,space,parallel,ipsi-contra,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7140--создавать--MVI_7010.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7140--создавать--MVI_7010.mp4?raw=true' target='_blank'>создавать</a>
облегчать,1-st,"",straight,straight,tips,palm,pointed,"",head-low,"",contra-ipsi,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7145--облегчать--MVI_7017.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7145--облегчать--MVI_7017.mp4?raw=true' target='_blank'>облегчать</a>
затухать,1-st,open-closed,straight-curved,straight-bent,back,root,wide-pointed,"",space,parallel,high-low,vawe,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7153--постепенно затухать--MVI_7027.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7153--постепенно затухать--MVI_7027.mp4?raw=true' target='_blank'>затухать</a>
падать,1-st,"",straight,straight,tips,"",wide,prone-supine,hand-palm,horisontal,"","","","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7166--падать--MVI_7041.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7166--падать--MVI_7041.mp4?raw=true' target='_blank'>падать</a>
пукать,"","","","","","","",neutral-prone,space,"","","","","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7208--пукать--MVI_7091.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7208--пукать--MVI_7091.mp4?raw=true' target='_blank'>пукать</a>
кормить,thumb,"",curved,straight,tips,tips,"","",space,sagittal,far-near,sraight,"","","","","",back,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7255--кормить--MVI_7150.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7255--кормить--MVI_7150.mp4?raw=true' target='_blank'>кормить</a>
чувствовать,1-st,"",straight,straight,tips,tips,"","",hand-back,horisontal,far-near,sraight,"","","","","",palm,"",biderectional,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7258--чувствовать--MVI_7154.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7258--чувствовать--MVI_7154.mp4?raw=true' target='_blank'>чувствовать</a>
воевать,1-st,"",straight,straight,palm,tips,wide,"",space,horisontal,proxi-distal,sraight,"","","","","","","",tense,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7324--воевать--MVI_7239.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7324--воевать--MVI_7239.mp4?raw=true' target='_blank'>воевать</a>
финансировать,1-st,open-closed,straight,bent,back,tips,pointed,"",hand-palm,horisontal,far-near,sraight,"","","","","",back,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7354--финансировать--MVI_7279.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7354--финансировать--MVI_7279.mp4?raw=true' target='_blank'>финансировать</a>
подходить,1-st,"",straight,straight,back,tips,"","",space,parallel,high-low,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7422--подходить--MVI_7373.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7422--подходить--MVI_7373.mp4?raw=true' target='_blank'>подходить</a>
вспыхнуть,1-st,closed-open,curved-straight,bent-straight,back,tips,pointed-wide,"",space,parallel,low-high,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7444--вспыхнуть--MVI_7412.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7444--вспыхнуть--MVI_7412.mp4?raw=true' target='_blank'>вспыхнуть</a>
убежать,1-st,closed-open,curved-straight,bent-straight,back,tips,pointed-wide,"",hand-palm,horisontal,proxi-distal,sraight,"","","","","",palm,"",tense,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7463--убежать, испариться--MVI_7438.mp4?raw=true","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7463--убежать, испариться--MVI_7438.mp4?raw=true' target='_blank'>убежать</a>"
сгибать,"","","","",palm,"","",prone-neutral,virtual object,horisontal,"","","","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7466--сгибать--MVI_7441.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7466--сгибать--MVI_7441.mp4?raw=true' target='_blank'>сгибать</a>
течь,1-st,"",straight,straight-bent,palm,tips,wide,"",space,horisontal,ipsi-contra,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7499--течь--MVI_7494.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7499--течь--MVI_7494.mp4?raw=true' target='_blank'>течь</a>
получиться,1-st,open-closed,straight-curved,straight-bent,back,ulnar,pointed,"",hand-palm,horisontal,far-near,arc,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7512--провалить--MVI_7510.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7512--провалить--MVI_7510.mp4?raw=true' target='_blank'>получиться</a>
трепетать,1-st,"",straight,straight,palm,"",wide,"",space,horisontal,ipsi-contra,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7515--трепетать--MVI_7514.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7515--трепетать--MVI_7514.mp4?raw=true' target='_blank'>трепетать</a>
летать.на.самолете,1-st,"",straight,straight,palm,tips,"","",space,horisontal,ipsi-contra,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7517--летать--MVI_7516.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7517--летать--MVI_7516.mp4?raw=true' target='_blank'>летать.на.самолете</a>
фокусировать,1-st,open-closed,straight-curved,bent-straight,radial,palm,pointed,"",head,"",ipsi-contra,sraight,"","","","","","","",symmetrical,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7523--фокусировать, концентрировать--MVI_7525.mp4?raw=true","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7523--фокусировать, концентрировать--MVI_7525.mp4?raw=true' target='_blank'>фокусировать</a>"
преследовать,thumb,"",straight,straight,back,back,"","",hand-classifier,horisontal,far-near,vawe,thumb,"",straight,straight,"",ulnar,"",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7538--следовать за кем-то--MVI_7542.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7538--следовать за кем-то--MVI_7542.mp4?raw=true' target='_blank'>преследовать</a>
"отслеживать, мониторить",1-st,"",straight,straight,tips,palm,wide,"",space,parallel,high-low,sraight,"","","","","","","",symmetrical,"https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7539--отслеживать, мониторить--MVI_7543.mp4?raw=true","<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7539--отслеживать, мониторить--MVI_7543.mp4?raw=true' target='_blank'>отслеживать, мониторить</a>"
запрещать,1-st,"",straight,straight,ulnar,ulnar,"","",hand-back,horisontal,far-near,sraight,"","","","","",palm,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7565--запрещать--MVI_7573.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7565--запрещать--MVI_7573.mp4?raw=true' target='_blank'>запрещать</a>
забывать,thumb,open-closed,straight,bent,tips,palm,pointed,"",head-high,"",contra-ipsi,sraight,"","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7582--забывать--MVI_7594.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7582--забывать--MVI_7594.mp4?raw=true' target='_blank'>забывать</a>
замораживать,"","","","",back,ulnar,"",prone-neutral,space,parallel,high-low,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7668--замораживать--MVI_7706.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7668--замораживать--MVI_7706.mp4?raw=true' target='_blank'>замораживать</a>
часто посещать,1-st,"",straight,straight,ulnar,tips,pointed,"",hand-back,horisontal,proxi-distal,sraight,"","","","","",palm,"",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7674--часто посещать--MVI_7715.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data//7674--часто посещать--MVI_7715.mp4?raw=true' target='_blank'>часто посещать</a>
беспокоиться,1-st,open,curved,straight,tips,radial,pointed,"",trunk,"",low-high,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7682--беспокоиться--MVI_7724.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7682--беспокоиться--MVI_7724.mp4?raw=true' target='_blank'>беспокоиться</a>
заниматься.сексом,1-st,"",straight,straight,ulnar,tips,pointed,"",trunk,"",ipsi-contra,sraight,"","","","","","","",repeated,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7721--трахаться--MVI_7774.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7721--трахаться--MVI_7774.mp4?raw=true' target='_blank'>заниматься.сексом</a>
потолстеть,"","","","",ulnar,back,"","",space,horisontal,contra-ipsi,sraight,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7760--поправиться--MVI_7821.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7760--поправиться--MVI_7821.mp4?raw=true' target='_blank'>потолстеть</a>
преклонять колени,1-st,"",straight-curved,straight,tips,"",wide,"",hand-palm,horisontal,"","","","","","","","","","",https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7861--преклонять колени--MVI_7946.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7861--преклонять колени--MVI_7946.mp4?raw=true' target='_blank'>преклонять колени</a>
уезжать,1-st,open-closed,straight,bent,root,tips,"","",space,horisontal,proxi-distal,arc,"","","","","","","",symmetrical,https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7879--отъезд--MVI_7970.mp4?raw=true,<a href='https://github.com/ToszaPlaskovickaja/Term_paper/blob/master/data/7879--отъезд--MVI_7970.mp4?raw=true' target='_blank'>уезжать</a>
